ABMI.Site,Year,CSDNAME,CDNAME
1436,"2,008",Special Area No. 2,Division No.  4
1436,"2,015",Special Area No. 2,Division No.  4
1437,"2,011",Special Area No. 2,Division No.  4
1438,"2,011",Special Area No. 2,Division No.  4
1439,"2,011",Special Area No. 3,Division No.  4
1440,"2,012",Special Area No. 3,Division No.  4
1441,"2,012",Special Area No. 3,Division No.  4
1442,"2,012",Acadia No. 34,Division No.  4
1443,"2,010",Special Area No. 2,Division No.  4
1443,"2,016",Special Area No. 2,Division No.  4
1450,"2,010",Rocky View County,Division No.  6
1450,"2,016",Rocky View County,Division No.  6
1451,"2,010",Calgary,Division No.  6
1451,"2,016",Calgary,Division No.  6
1452,"2,010",Rocky View County,Division No.  6
1453,"2,014",Wheatland County,Division No.  5
1454,"2,014",Wheatland County,Division No.  5
1455,"2,014",Wheatland County,Division No.  5
1456,"2,008",Wheatland County,Division No.  5
1456,"2,015",Wheatland County,Division No.  5
1457,"2,008",Wheatland County,Division No.  5
1457,"2,015",Wheatland County,Division No.  5
1459,"2,011",Special Area No. 2,Division No.  4
1460,"2,011",Special Area No. 2,Division No.  4
1461,"2,011",Special Area No. 2,Division No.  4
1462,"2,012",Special Area No. 2,Division No.  4
